driver_actions,objects_in_scene,hand_on_gear,hands_using_wheel,talking,gaze_on_road,eyes_state,yawning,road_type,weather,time_of_day,traffic_density,car_speed,risk_score
reach_backseat,none,NA,none,talking,not_looking_road,undefined,NA,urban,snow,morning,medium,severe_over,0.693
reach_backseat,none,NA,only_left,talking,not_looking_road,close,NA,rural,clear,morning,high,under,0.447
reach_backseat,none,NA,only_left,talking,not_looking_road,closing,NA,urban,fog,evening,medium,under,0.541
reach_backseat,none,NA,only_left,talking,not_looking_road,open,NA,urban,rain,afternoon,high,none,0.434
reach_backseat,none,NA,only_left,talking,not_looking_road,opening,NA,urban,rain,afternoon,medium,severe_over,0.525
reach_backseat,none,NA,only_left,talking,not_looking_road,undefined,NA,urban,fog,evening,medium,severe_over,0.566
reach_backseat,none,NA,only_right,talking,not_looking_road,close,NA,urban,fog,morning,medium,under,0.5
reach_backseat,none,NA,only_right,talking,not_looking_road,closing,NA,rural,fog,evening,medium,under,0.525
reach_backseat,none,NA,only_right,talking,not_looking_road,open,NA,urban,clear,afternoon,high,under,0.418
reach_backseat,none,NA,only_right,talking,not_looking_road,opening,NA,rural,snow,evening,high,severe_over,0.594
reach_backseat,none,NA,only_right,talking,not_looking_road,undefined,NA,urban,fog,afternoon,high,under,0.512
reach_backseat,none,NA,none,not_talking,looking_road,close,NA,urban,snow,evening,high,severe_over,0.66
reach_backseat,none,NA,none,not_talking,looking_road,closing,NA,urban,rain,evening,medium,none,0.512
reach_backseat,none,NA,none,not_talking,looking_road,open,NA,urban,fog,evening,high,none,0.492
reach_backseat,none,NA,none,not_talking,looking_road,opening,NA,rural,rain,evening,medium,severe_over,0.545
reach_backseat,none,NA,none,not_talking,looking_road,undefined,NA,urban,rain,evening,high,severe_over,0.586
reach_backseat,none,NA,only_left,not_talking,looking_road,close,NA,rural,fog,afternoon,high,severe_over,0.455
reach_backseat,none,NA,only_left,not_talking,looking_road,closing,NA,urban,clear,morning,high,under,0.332
reach_backseat,none,NA,only_left,not_talking,looking_road,open,NA,urban,fog,evening,high,severe_over,0.426
reach_backseat,none,NA,only_left,not_talking,looking_road,opening,NA,highway,fog,afternoon,high,severe_over,0.463
reach_backseat,none,NA,only_left,not_talking,looking_road,undefined,NA,rural,rain,afternoon,medium,severe_over,0.377
reach_backseat,none,NA,only_right,not_talking,looking_road,close,NA,urban,clear,morning,high,none,0.307
reach_backseat,none,NA,only_right,not_talking,looking_road,closing,NA,rural,clear,afternoon,high,none,0.311
reach_backseat,none,NA,only_right,not_talking,looking_road,open,NA,rural,rain,afternoon,high,severe_over,0.369
reach_backseat,none,NA,only_right,not_talking,looking_road,opening,NA,rural,rain,morning,high,under,0.324
reach_backseat,none,NA,only_right,not_talking,looking_road,undefined,NA,highway,rain,morning,high,under,0.365
reach_backseat,none,NA,none,not_talking,not_looking_road,close,NA,urban,clear,morning,medium,over,0.578
reach_backseat,none,NA,none,not_talking,not_looking_road,closing,NA,urban,rain,evening,high,severe_over,0.717
reach_backseat,none,NA,none,not_talking,not_looking_road,open,NA,urban,clear,morning,high,none,0.488
reach_backseat,none,NA,none,not_talking,not_looking_road,opening,NA,rural,clear,morning,medium,under,0.504
reach_backseat,none,NA,none,not_talking,not_looking_road,undefined,NA,urban,rain,afternoon,high,severe_over,0.664
reach_backseat,none,NA,only_left,not_talking,not_looking_road,close,NA,rural,rain,morning,high,under,0.455
reach_backseat,none,NA,only_left,not_talking,not_looking_road,closing,NA,highway,rain,evening,high,severe_over,0.594
reach_backseat,none,NA,only_left,not_talking,not_looking_road,open,NA,urban,fog,evening,medium,severe_over,0.5
reach_backseat,none,NA,only_left,not_talking,not_looking_road,opening,NA,urban,fog,night,high,none,0.496
reach_backseat,none,NA,only_left,not_talking,not_looking_road,undefined,NA,urban,rain,morning,medium,none,0.389
reach_backseat,none,NA,only_right,not_talking,not_looking_road,close,NA,rural,fog,evening,high,severe_over,0.574
reach_backseat,none,NA,only_right,not_talking,not_looking_road,closing,NA,urban,clear,morning,high,severe_over,0.488
reach_backseat,none,NA,only_right,not_talking,not_looking_road,open,NA,urban,fog,morning,high,under,0.426
reach_backseat,none,NA,only_right,not_talking,not_looking_road,opening,NA,urban,fog,night,high,under,0.52
reach_backseat,none,NA,only_right,not_talking,not_looking_road,undefined,NA,urban,clear,morning,medium,severe_over,0.43
reach_backseat,none,NA,none,Yawning,looking_road,close,NA,rural,rain,evening,high,under,0.545
reach_backseat,none,NA,none,Yawning,looking_road,closing,NA,rural,snow,afternoon,medium,none,0.516
reach_backseat,none,NA,none,Yawning,looking_road,open,NA,rural,clear,evening,medium,over,0.439
reach_backseat,none,NA,none,Yawning,looking_road,opening,NA,rural,clear,morning,high,none,0.406
reach_backseat,none,NA,none,Yawning,looking_road,undefined,NA,urban,fog,afternoon,high,under,0.529
reach_backseat,none,NA,only_left,Yawning,looking_road,close,NA,rural,clear,evening,high,severe_over,0.414
reach_backseat,none,NA,only_left,Yawning,looking_road,closing,NA,urban,clear,afternoon,medium,none,0.303
reach_backseat,none,NA,only_left,Yawning,looking_road,open,NA,urban,clear,evening,high,under,0.307
reach_backseat,none,NA,only_left,Yawning,looking_road,opening,NA,rural,fog,evening,high,none,0.361
reach_backseat,none,NA,only_left,Yawning,looking_road,undefined,NA,urban,clear,afternoon,high,severe_over,0.377
reach_backseat,none,NA,only_right,Yawning,looking_road,close,NA,rural,snow,afternoon,high,under,0.418
reach_backseat,none,NA,only_right,Yawning,looking_road,closing,NA,rural,clear,morning,high,under,0.316
reach_backseat,none,NA,only_right,Yawning,looking_road,open,NA,urban,rain,evening,high,under,0.348
reach_backseat,none,NA,only_right,Yawning,looking_road,opening,NA,rural,clear,afternoon,low,severe_over,0.32
reach_backseat,none,NA,only_right,Yawning,looking_road,undefined,NA,rural,clear,afternoon,high,severe_over,0.361
reach_backseat,none,NA,none,Yawning,not_looking_road,close,NA,urban,fog,morning,high,none,0.615
reach_backseat,none,NA,none,Yawning,not_looking_road,closing,NA,urban,clear,afternoon,medium,none,0.549
reach_backseat,none,NA,none,Yawning,not_looking_road,open,NA,rural,clear,night,medium,severe_over,0.59
reach_backseat,none,NA,none,Yawning,not_looking_road,opening,NA,rural,fog,afternoon,medium,under,0.586
reach_backseat,none,NA,none,Yawning,not_looking_road,undefined,NA,urban,fog,evening,high,under,0.648
reach_backseat,none,NA,only_left,Yawning,not_looking_road,close,NA,rural,clear,afternoon,medium,under,0.41
reach_backseat,none,NA,only_left,Yawning,not_looking_road,closing,NA,urban,rain,evening,medium,severe_over,0.545
reach_backseat,none,NA,only_left,Yawning,not_looking_road,open,NA,rural,clear,afternoon,high,under,0.369
reach_backseat,none,NA,only_left,Yawning,not_looking_road,opening,NA,urban,fog,evening,medium,none,0.451
reach_backseat,none,NA,only_left,Yawning,not_looking_road,undefined,NA,rural,rain,afternoon,high,severe_over,0.5
reach_backseat,none,NA,only_right,Yawning,not_looking_road,close,NA,rural,fog,night,high,severe_over,0.594
reach_backseat,none,NA,only_right,Yawning,not_looking_road,closing,NA,rural,clear,evening,medium,severe_over,0.488
reach_backseat,none,NA,only_right,Yawning,not_looking_road,open,NA,urban,clear,evening,high,under,0.406
reach_backseat,none,NA,only_right,Yawning,not_looking_road,opening,NA,urban,snow,afternoon,medium,severe_over,0.533
reach_backseat,none,NA,only_right,Yawning,not_looking_road,undefined,NA,rural,clear,evening,low,severe_over,0.439
radio,none,NA,none,talking,looking_road,close,NA,urban,snow,evening,high,under,0.578
radio,none,NA,only_left,talking,looking_road,close,NA,highway,rain,evening,high,severe_over,0.471
radio,none,NA,none,talking,looking_road,closing,NA,urban,clear,night,high,severe_over,0.574
radio,none,NA,only_left,talking,looking_road,closing,NA,urban,rain,evening,low,severe_over,0.406
radio,none,NA,none,talking,looking_road,open,NA,highway,snow,evening,high,severe_over,0.594
radio,none,NA,only_left,talking,looking_road,open,NA,highway,rain,evening,low,severe_over,0.365
radio,none,NA,none,talking,looking_road,opening,NA,highway,clear,evening,high,none,0.463
radio,none,NA,only_left,talking,looking_road,opening,NA,highway,snow,morning,high,severe_over,0.439
radio,none,NA,none,talking,looking_road,undefined,NA,highway,fog,evening,low,severe_over,0.566
radio,none,NA,only_left,talking,looking_road,undefined,NA,highway,fog,afternoon,medium,severe_over,0.414
radio,none,NA,none,talking,not_looking_road,close,NA,urban,rain,evening,high,under,0.635
radio,none,NA,only_left,talking,not_looking_road,close,NA,highway,clear,afternoon,high,severe_over,0.508
radio,none,NA,none,talking,not_looking_road,closing,NA,urban,fog,evening,high,severe_over,0.713
radio,none,NA,only_left,talking,not_looking_road,closing,NA,highway,clear,evening,high,under,0.471
radio,none,NA,none,talking,not_looking_road,open,NA,highway,fog,afternoon,high,none,0.57
radio,none,NA,only_left,talking,not_looking_road,open,NA,urban,snow,morning,high,none,0.398
radio,none,NA,none,talking,not_looking_road,opening,NA,highway,fog,morning,medium,severe_over,0.639
radio,none,NA,only_left,talking,not_looking_road,opening,NA,highway,clear,afternoon,high,severe_over,0.475
radio,none,NA,none,talking,not_looking_road,undefined,NA,highway,fog,evening,medium,severe_over,0.68
radio,none,NA,only_left,talking,not_looking_road,undefined,NA,urban,fog,evening,medium,under,0.451
radio,none,NA,none,not_talking,looking_road,close,NA,highway,clear,evening,high,severe_over,0.545
radio,none,NA,only_left,not_talking,looking_road,close,NA,highway,clear,evening,high,under,0.34
radio,none,NA,none,not_talking,looking_road,closing,NA,urban,clear,evening,high,none,0.439
radio,none,NA,only_left,not_talking,looking_road,closing,NA,highway,rain,evening,high,severe_over,0.439
radio,none,NA,none,not_talking,looking_road,open,NA,urban,rain,morning,low,severe_over,0.414
radio,none,NA,only_left,not_talking,looking_road,open,NA,rural,fog,afternoon,high,under,0.275
radio,none,NA,none,not_talking,looking_road,opening,NA,urban,rain,evening,medium,severe_over,0.504
radio,none,NA,only_left,not_talking,looking_road,opening,NA,urban,clear,afternoon,high,under,0.262
radio,none,NA,none,not_talking,looking_road,undefined,NA,highway,rain,afternoon,high,under,0.475
radio,none,NA,only_left,not_talking,looking_road,undefined,NA,rural,fog,afternoon,medium,under,0.283
radio,none,NA,none,not_talking,not_looking_road,close,NA,highway,rain,evening,high,severe_over,0.684
radio,none,NA,only_left,not_talking,not_looking_road,close,NA,highway,rain,evening,high,severe_over,0.537
radio,none,NA,none,not_talking,not_looking_road,closing,NA,urban,rain,afternoon,high,severe_over,0.639
radio,none,NA,only_left,not_talking,not_looking_road,closing,NA,urban,rain,morning,high,under,0.414
radio,none,NA,none,not_talking,not_looking_road,open,NA,urban,clear,morning,high,severe_over,0.512
radio,none,NA,only_left,not_talking,not_looking_road,open,NA,highway,rain,afternoon,high,severe_over,0.451
radio,none,NA,none,not_talking,not_looking_road,opening,NA,highway,clear,morning,medium,under,0.488
radio,none,NA,only_left,not_talking,not_looking_road,opening,NA,highway,rain,evening,medium,severe_over,0.48
radio,none,NA,none,not_talking,not_looking_road,undefined,NA,urban,rain,evening,medium,under,0.545
radio,none,NA,only_left,not_talking,not_looking_road,undefined,NA,rural,rain,morning,medium,under,0.34
radio,none,NA,none,Yawning,looking_road,close,NA,highway,rain,evening,medium,none,0.48
radio,none,NA,only_left,Yawning,looking_road,close,NA,rural,clear,evening,high,none,0.275
radio,none,NA,none,Yawning,looking_road,closing,NA,highway,clear,evening,medium,under,0.463
radio,none,NA,only_left,Yawning,looking_road,closing,NA,urban,fog,morning,high,under,0.336
radio,none,NA,none,Yawning,looking_road,open,NA,highway,clear,morning,low,over,0.365
radio,none,NA,only_left,Yawning,looking_road,open,NA,rural,rain,afternoon,high,none,0.23
radio,none,NA,none,Yawning,looking_road,opening,NA,highway,fog,night,medium,severe_over,0.57
radio,none,NA,only_left,Yawning,looking_road,opening,NA,highway,rain,afternoon,low,severe_over,0.344
radio,none,NA,none,Yawning,looking_road,undefined,NA,rural,rain,evening,medium,none,0.406
radio,none,NA,only_left,Yawning,looking_road,undefined,NA,highway,clear,morning,high,none,0.242
radio,none,NA,none,Yawning,not_looking_road,close,NA,highway,clear,afternoon,high,severe_over,0.623
radio,none,NA,only_left,Yawning,not_looking_road,close,NA,highway,clear,morning,high,severe_over,0.455
radio,none,NA,none,Yawning,not_looking_road,closing,NA,highway,fog,evening,medium,under,0.623
radio,none,NA,only_left,Yawning,not_looking_road,closing,NA,urban,rain,afternoon,high,under,0.434
radio,none,NA,none,Yawning,not_looking_road,open,NA,highway,clear,afternoon,high,none,0.475
radio,none,NA,only_left,Yawning,not_looking_road,open,NA,highway,fog,evening,medium,under,0.41
radio,none,NA,none,Yawning,not_looking_road,opening,NA,highway,fog,evening,medium,none,0.566
radio,none,NA,only_left,Yawning,not_looking_road,opening,NA,highway,fog,evening,high,severe_over,0.525
radio,none,NA,none,Yawning,not_looking_road,undefined,NA,rural,rain,evening,medium,severe_over,0.586
radio,none,NA,only_left,Yawning,not_looking_road,undefined,NA,highway,clear,morning,medium,severe_over,0.398
change_gear,none,hand_on_gear,none,talking,looking_road,close,NA,rural,clear,morning,high,severe_over,0.455
change_gear,none,hand_on_gear,only_left,talking,looking_road,close,NA,urban,rain,evening,medium,under,0.324
change_gear,none,hand_on_gear,hand_on_gear,talking,looking_road,close,NA,urban,fog,morning,high,under,0.311
change_gear,none,hand_on_gear,none,talking,looking_road,closing,NA,highway,rain,afternoon,medium,severe_over,0.533
change_gear,none,hand_on_gear,only_left,talking,looking_road,closing,NA,highway,rain,night,high,none,0.369
change_gear,none,hand_on_gear,hand_on_gear,talking,looking_road,closing,NA,highway,clear,evening,high,none,0.291
change_gear,none,hand_on_gear,none,talking,looking_road,open,NA,highway,rain,morning,low,severe_over,0.43
change_gear,none,hand_on_gear,only_left,talking,looking_road,open,NA,highway,rain,morning,high,severe_over,0.324
change_gear,none,hand_on_gear,hand_on_gear,talking,looking_road,open,NA,rural,clear,morning,medium,under,0.143
change_gear,none,hand_on_gear,none,talking,looking_road,opening,NA,rural,snow,evening,high,severe_over,0.545
change_gear,none,hand_on_gear,only_left,talking,looking_road,opening,NA,highway,rain,afternoon,high,under,0.32
change_gear,none,hand_on_gear,hand_on_gear,talking,looking_road,opening,NA,highway,fog,night,medium,severe_over,0.398
change_gear,none,hand_on_gear,none,talking,looking_road,undefined,NA,highway,rain,morning,high,severe_over,0.504
change_gear,none,hand_on_gear,only_left,talking,looking_road,undefined,NA,urban,clear,morning,high,severe_over,0.291
change_gear,none,hand_on_gear,hand_on_gear,talking,looking_road,undefined,NA,rural,rain,morning,medium,severe_over,0.275
change_gear,none,hand_on_gear,none,talking,not_looking_road,close,NA,rural,snow,morning,medium,severe_over,0.611
change_gear,none,hand_on_gear,only_left,talking,not_looking_road,close,NA,urban,fog,night,medium,severe_over,0.52
change_gear,none,hand_on_gear,hand_on_gear,talking,not_looking_road,close,NA,urban,clear,morning,high,none,0.324
change_gear,none,hand_on_gear,none,talking,not_looking_road,closing,NA,rural,rain,evening,medium,severe_over,0.611
change_gear,none,hand_on_gear,only_left,talking,not_looking_road,closing,NA,rural,snow,afternoon,medium,none,0.402
change_gear,none,hand_on_gear,hand_on_gear,talking,not_looking_road,closing,NA,highway,clear,evening,low,over,0.398
change_gear,none,hand_on_gear,none,talking,not_looking_road,open,NA,highway,fog,evening,medium,none,0.525
change_gear,none,hand_on_gear,only_left,talking,not_looking_road,open,NA,urban,rain,evening,high,none,0.357
change_gear,none,hand_on_gear,hand_on_gear,talking,not_looking_road,open,NA,rural,clear,morning,high,severe_over,0.324
change_gear,none,hand_on_gear,none,talking,not_looking_road,opening,NA,highway,clear,afternoon,high,severe_over,0.582
change_gear,none,hand_on_gear,only_left,talking,not_looking_road,opening,NA,highway,fog,night,high,severe_over,0.537
change_gear,none,hand_on_gear,hand_on_gear,talking,not_looking_road,opening,NA,highway,rain,afternoon,medium,none,0.352
change_gear,none,hand_on_gear,none,talking,not_looking_road,undefined,NA,urban,clear,morning,high,severe_over,0.537
change_gear,none,hand_on_gear,only_left,talking,not_looking_road,undefined,NA,urban,fog,evening,medium,severe_over,0.467
change_gear,none,hand_on_gear,hand_on_gear,talking,not_looking_road,undefined,NA,urban,fog,morning,medium,none,0.328
change_gear,none,hand_on_gear,none,not_talking,looking_road,close,NA,highway,fog,afternoon,high,under,0.488
change_gear,none,hand_on_gear,only_left,not_talking,looking_road,close,NA,urban,rain,morning,medium,severe_over,0.307
change_gear,none,hand_on_gear,hand_on_gear,not_talking,looking_road,close,NA,urban,rain,afternoon,medium,severe_over,0.311
change_gear,none,hand_on_gear,none,not_talking,looking_road,closing,NA,highway,clear,morning,medium,under,0.381
change_gear,none,hand_on_gear,only_left,not_talking,looking_road,closing,NA,urban,rain,afternoon,medium,under,0.27
change_gear,none,hand_on_gear,hand_on_gear,not_talking,looking_road,closing,NA,highway,rain,afternoon,medium,none,0.254
change_gear,none,hand_on_gear,none,not_talking,looking_road,open,NA,highway,clear,evening,medium,none,0.332
change_gear,none,hand_on_gear,only_left,not_talking,looking_road,open,NA,urban,rain,afternoon,high,none,0.205
change_gear,none,hand_on_gear,hand_on_gear,not_talking,looking_road,open,NA,urban,fog,morning,high,under,0.213
change_gear,none,hand_on_gear,none,not_talking,looking_road,opening,NA,rural,rain,morning,medium,severe_over,0.406
change_gear,none,hand_on_gear,only_left,not_talking,looking_road,opening,NA,highway,rain,afternoon,high,severe_over,0.344
change_gear,none,hand_on_gear,hand_on_gear,not_talking,looking_road,opening,NA,urban,clear,afternoon,medium,over,0.205
change_gear,none,hand_on_gear,none,not_talking,looking_road,undefined,NA,rural,snow,afternoon,high,under,0.434
change_gear,none,hand_on_gear,only_left,not_talking,looking_road,undefined,NA,highway,fog,evening,high,none,0.303
change_gear,none,hand_on_gear,hand_on_gear,not_talking,looking_road,undefined,NA,highway,rain,morning,high,under,0.25
change_gear,none,hand_on_gear,none,not_talking,not_looking_road,close,NA,urban,clear,evening,high,severe_over,0.578
change_gear,none,hand_on_gear,only_left,not_talking,not_looking_road,close,NA,highway,rain,afternoon,high,none,0.393
change_gear,none,hand_on_gear,hand_on_gear,not_talking,not_looking_road,close,NA,highway,rain,morning,medium,severe_over,0.414
change_gear,none,hand_on_gear,none,not_talking,not_looking_road,closing,NA,rural,clear,evening,high,under,0.504
change_gear,none,hand_on_gear,only_left,not_talking,not_looking_road,closing,NA,urban,clear,evening,high,severe_over,0.43
change_gear,none,hand_on_gear,hand_on_gear,not_talking,not_looking_road,closing,NA,urban,fog,evening,medium,none,0.369
change_gear,none,hand_on_gear,none,not_talking,not_looking_road,open,NA,urban,rain,evening,medium,severe_over,0.529
change_gear,none,hand_on_gear,only_left,not_talking,not_looking_road,open,NA,urban,rain,evening,high,none,0.324
change_gear,none,hand_on_gear,hand_on_gear,not_talking,not_looking_road,open,NA,urban,clear,evening,high,none,0.266
change_gear,none,hand_on_gear,none,not_talking,not_looking_road,opening,NA,highway,clear,morning,high,under,0.471
change_gear,none,hand_on_gear,only_left,not_talking,not_looking_road,opening,NA,urban,clear,morning,high,under,0.299
change_gear,none,hand_on_gear,hand_on_gear,not_talking,not_looking_road,opening,NA,urban,rain,afternoon,low,severe_over,0.361
change_gear,none,hand_on_gear,none,not_talking,not_looking_road,undefined,NA,highway,rain,evening,high,under,0.553
change_gear,none,hand_on_gear,only_left,not_talking,not_looking_road,undefined,NA,urban,clear,morning,medium,severe_over,0.332
change_gear,none,hand_on_gear,hand_on_gear,not_talking,not_looking_road,undefined,NA,highway,rain,morning,high,under,0.348
change_gear,none,hand_on_gear,none,Yawning,looking_road,close,NA,urban,clear,morning,medium,severe_over,0.414
change_gear,none,hand_on_gear,only_left,Yawning,looking_road,close,NA,urban,fog,evening,high,under,0.336
change_gear,none,hand_on_gear,hand_on_gear,Yawning,looking_road,close,NA,highway,rain,afternoon,high,severe_over,0.361
change_gear,none,hand_on_gear,none,Yawning,looking_road,closing,NA,urban,fog,evening,medium,none,0.434
change_gear,none,hand_on_gear,only_left,Yawning,looking_road,closing,NA,urban,clear,evening,high,severe_over,0.332
change_gear,none,hand_on_gear,hand_on_gear,Yawning,looking_road,closing,NA,urban,snow,evening,high,severe_over,0.398
change_gear,none,hand_on_gear,none,Yawning,looking_road,open,NA,urban,snow,evening,high,under,0.439
change_gear,none,hand_on_gear,only_left,Yawning,looking_road,open,NA,urban,clear,evening,medium,none,0.16
change_gear,none,hand_on_gear,hand_on_gear,Yawning,looking_road,open,NA,urban,clear,evening,high,severe_over,0.25
change_gear,none,hand_on_gear,none,Yawning,looking_road,opening,NA,rural,clear,morning,high,under,0.332
change_gear,none,hand_on_gear,only_left,Yawning,looking_road,opening,NA,urban,clear,evening,medium,severe_over,0.275
change_gear,none,hand_on_gear,hand_on_gear,Yawning,looking_road,opening,NA,rural,clear,evening,high,under,0.209
change_gear,none,hand_on_gear,none,Yawning,looking_road,undefined,NA,highway,rain,morning,medium,under,0.389
change_gear,none,hand_on_gear,only_left,Yawning,looking_road,undefined,NA,urban,rain,afternoon,high,severe_over,0.32
change_gear,none,hand_on_gear,hand_on_gear,Yawning,looking_road,undefined,NA,urban,clear,evening,high,none,0.201
change_gear,none,hand_on_gear,none,Yawning,not_looking_road,close,NA,highway,clear,afternoon,high,severe_over,0.582
change_gear,none,hand_on_gear,only_left,Yawning,not_looking_road,close,NA,urban,clear,evening,medium,under,0.348
change_gear,none,hand_on_gear,hand_on_gear,Yawning,not_looking_road,close,NA,highway,fog,morning,high,under,0.402
change_gear,none,hand_on_gear,none,Yawning,not_looking_road,closing,NA,highway,clear,morning,medium,none,0.455
change_gear,none,hand_on_gear,only_left,Yawning,not_looking_road,closing,NA,urban,rain,morning,high,severe_over,0.43
change_gear,none,hand_on_gear,hand_on_gear,Yawning,not_looking_road,closing,NA,urban,rain,afternoon,high,severe_over,0.434
change_gear,none,hand_on_gear,none,Yawning,not_looking_road,open,NA,highway,clear,afternoon,high,severe_over,0.516
change_gear,none,hand_on_gear,only_left,Yawning,not_looking_road,open,NA,urban,clear,evening,low,severe_over,0.324
change_gear,none,hand_on_gear,hand_on_gear,Yawning,not_looking_road,open,NA,highway,fog,evening,high,severe_over,0.434
change_gear,none,hand_on_gear,none,Yawning,not_looking_road,opening,NA,highway,snow,afternoon,medium,none,0.525
change_gear,none,hand_on_gear,only_left,Yawning,not_looking_road,opening,NA,urban,clear,evening,high,under,0.34
change_gear,none,hand_on_gear,hand_on_gear,Yawning,not_looking_road,opening,NA,highway,clear,afternoon,medium,under,0.303
change_gear,none,hand_on_gear,none,Yawning,not_looking_road,undefined,NA,urban,fog,evening,high,under,0.549
change_gear,none,hand_on_gear,only_left,Yawning,not_looking_road,undefined,NA,highway,rain,evening,medium,none,0.357
change_gear,none,hand_on_gear,hand_on_gear,Yawning,not_looking_road,undefined,NA,urban,fog,evening,high,under,0.385
hair_and_makeup,hair_comb,NA,only_left,talking,looking_road,close,NA,highway,rain,evening,high,none,0.463
hair_and_makeup,hair_comb,NA,only_left,talking,looking_road,closing,NA,urban,rain,evening,high,severe_over,0.52
hair_and_makeup,hair_comb,NA,only_left,talking,looking_road,open,NA,highway,clear,afternoon,high,under,0.361
hair_and_makeup,hair_comb,NA,only_left,talking,looking_road,opening,NA,urban,rain,evening,high,severe_over,0.488
hair_and_makeup,hair_comb,NA,only_left,talking,looking_road,undefined,NA,urban,clear,evening,medium,under,0.365
hair_and_makeup,hair_comb,NA,only_left,talking,not_looking_road,close,NA,rural,clear,evening,medium,over,0.504
hair_and_makeup,hair_comb,NA,only_left,talking,not_looking_road,closing,NA,urban,rain,morning,high,severe_over,0.578
hair_and_makeup,hair_comb,NA,only_left,talking,not_looking_road,open,NA,highway,rain,evening,high,severe_over,0.578
hair_and_makeup,hair_comb,NA,only_left,talking,not_looking_road,opening,NA,urban,fog,morning,high,severe_over,0.566
hair_and_makeup,hair_comb,NA,only_left,talking,not_looking_road,undefined,NA,urban,clear,evening,high,severe_over,0.545
hair_and_makeup,hair_comb,NA,only_left,not_talking,looking_road,close,NA,urban,snow,evening,low,none,0.406
hair_and_makeup,hair_comb,NA,only_left,not_talking,looking_road,closing,NA,urban,rain,evening,high,severe_over,0.488
hair_and_makeup,hair_comb,NA,only_left,not_talking,looking_road,open,NA,urban,clear,evening,medium,severe_over,0.357
hair_and_makeup,hair_comb,NA,only_left,not_talking,looking_road,opening,NA,highway,fog,morning,medium,under,0.377
hair_and_makeup,hair_comb,NA,only_left,not_talking,looking_road,undefined,NA,urban,fog,evening,high,severe_over,0.475
hair_and_makeup,hair_comb,NA,only_left,not_talking,not_looking_road,close,NA,urban,clear,morning,low,none,0.381
hair_and_makeup,hair_comb,NA,only_left,not_talking,not_looking_road,closing,NA,rural,rain,morning,medium,severe_over,0.504
hair_and_makeup,hair_comb,NA,only_left,not_talking,not_looking_road,open,NA,highway,snow,evening,high,severe_over,0.586
hair_and_makeup,hair_comb,NA,only_left,not_talking,not_looking_road,opening,NA,urban,rain,afternoon,high,severe_over,0.533
hair_and_makeup,hair_comb,NA,only_left,not_talking,not_looking_road,undefined,NA,urban,rain,morning,medium,none,0.406
hair_and_makeup,hair_comb,NA,only_left,Yawning,looking_road,close,NA,urban,clear,evening,high,severe_over,0.447
hair_and_makeup,hair_comb,NA,only_left,Yawning,looking_road,closing,NA,rural,rain,afternoon,high,none,0.369
hair_and_makeup,hair_comb,NA,only_left,Yawning,looking_road,open,NA,urban,clear,evening,high,none,0.299
hair_and_makeup,hair_comb,NA,only_left,Yawning,looking_road,opening,NA,urban,clear,morning,medium,over,0.316
hair_and_makeup,hair_comb,NA,only_left,Yawning,looking_road,undefined,NA,urban,fog,morning,medium,severe_over,0.41
hair_and_makeup,hair_comb,NA,only_left,Yawning,not_looking_road,close,NA,urban,rain,afternoon,medium,severe_over,0.541
hair_and_makeup,hair_comb,NA,only_left,Yawning,not_looking_road,closing,NA,urban,clear,morning,low,under,0.406
hair_and_makeup,hair_comb,NA,only_left,Yawning,not_looking_road,open,NA,urban,fog,morning,medium,none,0.393
hair_and_makeup,hair_comb,NA,only_left,Yawning,not_looking_road,opening,NA,highway,clear,afternoon,high,severe_over,0.516
hair_and_makeup,hair_comb,NA,only_left,Yawning,not_looking_road,undefined,NA,urban,rain,afternoon,medium,severe_over,0.508
hair_and_makeup,hair_comb,NA,only_right,talking,looking_road,close,NA,urban,clear,evening,low,none,0.357
hair_and_makeup,hair_comb,NA,only_right,talking,looking_road,closing,NA,urban,clear,morning,low,over,0.365
hair_and_makeup,hair_comb,NA,only_right,talking,looking_road,open,NA,urban,fog,afternoon,high,severe_over,0.455
hair_and_makeup,hair_comb,NA,only_right,talking,looking_road,opening,NA,urban,fog,evening,high,none,0.426
hair_and_makeup,hair_comb,NA,only_right,talking,looking_road,undefined,NA,urban,clear,morning,high,under,0.348
hair_and_makeup,hair_comb,NA,only_right,talking,not_looking_road,close,NA,highway,fog,evening,high,none,0.582
hair_and_makeup,hair_comb,NA,only_right,talking,not_looking_road,closing,NA,urban,rain,evening,high,severe_over,0.619
hair_and_makeup,hair_comb,NA,only_right,talking,not_looking_road,open,NA,urban,snow,afternoon,low,under,0.475
hair_and_makeup,hair_comb,NA,only_right,talking,not_looking_road,opening,NA,urban,snow,night,high,none,0.566
hair_and_makeup,hair_comb,NA,only_right,talking,not_looking_road,undefined,NA,urban,fog,evening,low,under,0.508
hair_and_makeup,hair_comb,NA,only_right,not_talking,looking_road,close,NA,rural,clear,evening,medium,over,0.373
hair_and_makeup,hair_comb,NA,only_right,not_talking,looking_road,closing,NA,rural,clear,afternoon,medium,under,0.328
hair_and_makeup,hair_comb,NA,only_right,not_talking,looking_road,open,NA,urban,rain,afternoon,high,under,0.344
hair_and_makeup,hair_comb,NA,only_right,not_talking,looking_road,opening,NA,highway,rain,morning,high,severe_over,0.439
